	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c8	_c9	_c11	_c12	_c13	_c14	_c16	_c17
1267	19136654	19136654	apazone	Drug	RxNorm	Ingredient	S	1029	1970-01-01	2099-12-31		1029	ENG	12251537	12251537	1029	RXNORM	IN	1029	apazone	N	
1268	837027	837027	apomorphine	Drug	RxNorm	Ingredient	S	1043	1970-01-01	2099-12-31		1043	ENG	12254389	12254389	1043	RXNORM	IN	1043	apomorphine	N	4096.0
1269	914335	914335	atropine	Drug	RxNorm	Ingredient	S	1223	1970-01-01	2099-12-31		1223	ENG	12250430	12250430	1223	RXNORM	IN	1223	atropine	N	4096.0
1270	19014878	19014878	azathioprine	Drug	RxNorm	Ingredient	S	1256	1970-01-01	2099-12-31		1256	ENG	12253846	12253846	1256	RXNORM	IN	1256	azathioprine	N	4096.0
1271	19016467	19016467	bentonite	Drug	RxNorm	Ingredient	S	1375	1970-01-01	2099-12-31		1375	ENG	12252679	12252679	1375	RXNORM	IN	1375	bentonite	N	4096.0
1272	19016754	19016754	benzbromarone	Drug	RxNorm	Ingredient	S	1385	1970-01-01	2099-12-31		1385	ENG	12252065	12252065	1385	RXNORM	IN	1385	benzbromarone	N	
1273	916751	916751	lindane	Drug	RxNorm	Ingredient	S	1388	1970-01-01	2099-12-31		1388	ENG	12252680	12252680	1388	RXNORM	IN	1388	lindane	N	4096.0
1274	19011438	19011438	benzoin resin	Drug	RxNorm	Ingredient	S	1406	1970-01-01	2099-12-31		1406	ENG	9158911	9158911	1406	RXNORM	IN	1406	benzoin resin	N	4096.0
1275	919681	919681	benzyl alcohol	Drug	RxNorm	Ingredient	S	1426	1970-01-01	2099-12-31		1426	ENG	12252682	12252682	1426	RXNORM	IN	1426	benzyl alcohol	N	4096.0
1276	1322081	1322081	betaxolol	Drug	RxNorm	Ingredient	S	1520	1970-01-01	2099-12-31		1520	ENG	12250968	12250968	1520	RXNORM	IN	1520	betaxolol	N	4096.0
1277	729855	729855	botulinum toxin type A	Drug	RxNorm	Ingredient	S	1712	1970-01-01	2099-12-31		1712	ENG	12250969	12250969	1712	RXNORM	IN	1712	botulinum toxin type A	N	4096.0
1278	730548	730548	bromocriptine	Drug	RxNorm	Ingredient	S	1760	1970-01-01	2099-12-31		1760	ENG	12252072	12252072	1760	RXNORM	IN	1760	bromocriptine	N	4096.0
1279	1337159	1337159	calcium glycerophosphate	Drug	RxNorm	Ingredient	S	1909	1970-01-01	2099-12-31		1909	ENG	12251546	12251546	1909	RXNORM	IN	1909	calcium glycerophosphate	N	4096.0
1280	19041843	19041843	carbocysteine	Drug	RxNorm	Ingredient	S	2023	1970-01-01	2099-12-31		2023	ENG	12253262	12253262	2023	RXNORM	IN	2023	carbocysteine	N	4096.0
1281	950370	950370	carteolol	Drug	RxNorm	Ingredient	S	2116	1970-01-01	2099-12-31		2116	ENG	12253263	12253263	2116	RXNORM	IN	2116	carteolol	N	4096.0
1282	1777806	1777806	ceftriaxone	Drug	RxNorm	Ingredient	S	2193	1970-01-01	2099-12-31		2193	ENG	12251549	12251549	2193	RXNORM	IN	2193	ceftriaxone	N	4096.0
1283	989301	989301	cetylpyridinium	Drug	RxNorm	Ingredient	S	2286	1970-01-01	2099-12-31		2286	ENG	12253267	12253267	2286	RXNORM	IN	2286	cetylpyridinium	N	4096.0
1284	19092290	19092290	chlormezanone	Drug	RxNorm	Ingredient	S	2373	1970-01-01	2099-12-31		2373	ENG	12252693	12252693	2373	RXNORM	IN	2373	chlormezanone	N	
1285	19092412	19092412	chlorobutanol	Drug	RxNorm	Ingredient	S	2378	1970-01-01	2099-12-31		2378	ENG	12250979	12250979	2378	RXNORM	IN	2378	chlorobutanol	N	4096.0
1286	794852	794852	chlorpromazine	Drug	RxNorm	Ingredient	S	2403	1970-01-01	2099-12-31		2403	ENG	12251552	12251552	2403	RXNORM	IN	2403	chlorpromazine	N	4096.0
1287	1594973	1594973	chlorpropamide	Drug	RxNorm	Ingredient	S	2404	1970-01-01	2099-12-31		2404	ENG	12253857	12253857	2404	RXNORM	IN	2404	chlorpropamide	N	4096.0
1288	19095043	19095043	chlortetracycline	Drug	RxNorm	Ingredient	S	2408	1970-01-01	2099-12-31		2408	ENG	12251553	12251553	2408	RXNORM	IN	2408	chlortetracycline	N	
1289	1395058	1395058	chlorthalidone	Drug	RxNorm	Ingredient	S	2409	1970-01-01	2099-12-31		2409	ENG	12251554	12251554	2409	RXNORM	IN	2409	chlorthalidone	N	4096.0
1290	19095309	19095309	cholestyramine resin	Drug	RxNorm	Ingredient	S	2447	1970-01-01	2099-12-31		2447	ENG	12254423	12254423	2447	RXNORM	IN	2447	cholestyramine resin	N	4096.0
1291	1395573	1395573	chondroitin sulfates	Drug	RxNorm	Ingredient	S	2473	1970-01-01	2099-12-31		2473	ENG	12250449	12250449	2473	RXNORM	IN	2473	chondroitin sulfates	N	4096.0
1292	1397599	1397599	cisplatin	Drug	RxNorm	Ingredient	S	2555	1970-01-01	2099-12-31		2555	ENG	12253860	12253860	2555	RXNORM	IN	2555	cisplatin	N	4096.0
1293	797617	797617	citalopram	Drug	RxNorm	Ingredient	S	2556	1970-01-01	2099-12-31		2556	ENG	12253270	12253270	2556	RXNORM	IN	2556	citalopram	N	4096.0
1294	1798476	1798476	clofazimine	Drug	RxNorm	Ingredient	S	2592	1970-01-01	2099-12-31		2592	ENG	12250451	12250451	2592	RXNORM	IN	2592	clofazimine	N	
1295	1000632	1000632	clotrimazole	Drug	RxNorm	Ingredient	S	2623	1970-01-01	2099-12-31		2623	ENG	12253862	12253862	2623	RXNORM	IN	2623	clotrimazole	N	4096.0
1296	1201620	1201620	codeine	Drug	RxNorm	Ingredient	S	2670	1970-01-01	2099-12-31		2670	ENG	12251557	12251557	2670	RXNORM	IN	2670	codeine	N	4096.0
1297	1101554	1101554	colchicine	Drug	RxNorm	Ingredient	S	2683	1970-01-01	2099-12-31		2683	ENG	12253274	12253274	2683	RXNORM	IN	2683	colchicine	N	4096.0
1298	1501617	1501617	colestipol	Drug	RxNorm	Ingredient	S	2685	1970-01-01	2099-12-31		2685	ENG	12252088	12252088	2685	RXNORM	IN	2685	colestipol	N	4096.0
1299	910232	910232	cyclopentolate	Drug	RxNorm	Ingredient	S	3001	1970-01-01	2099-12-31		3001	ENG	12254426	12254426	3001	RXNORM	IN	3001	cyclopentolate	N	4096.0
1300	1711759	1711759	dapsone	Drug	RxNorm	Ingredient	S	3108	1970-01-01	2099-12-31		3108	ENG	12250991	12250991	3108	RXNORM	IN	3108	dapsone	N	4096.0
1301	1312007	1312007	prasterone	Drug	RxNorm	Ingredient	S	3143	1970-01-01	2099-12-31		3143	ENG	9696658	9696658	3143	RXNORM	IN	3143	prasterone	N	4096.0
1302	1119510	1119510	dextromethorphan	Drug	RxNorm	Ingredient	S	3289	1970-01-01	2099-12-31		3289	ENG	12252097	12252097	3289	RXNORM	IN	3289	dextromethorphan	N	4096.0
1303	925102	925102	dienestrol	Drug	RxNorm	Ingredient	S	3368	1970-01-01	2099-12-31		3368	ENG	12253875	12253875	3368	RXNORM	IN	3368	dienestrol	N	4096.0
1304	725822	725822	diethylpropion	Drug	RxNorm	Ingredient	S	3389	1970-01-01	2099-12-31		3389	ENG	12253876	12253876	3389	RXNORM	IN	3389	diethylpropion	N	4096.0
1305	1126557	1126557	dihydroergotamine	Drug	RxNorm	Ingredient	S	3418	1970-01-01	2099-12-31		3418	ENG	12251565	12251565	3418	RXNORM	IN	3418	dihydroergotamine	N	4096.0
1306	1126658	1126658	hydromorphone	Drug	RxNorm	Ingredient	S	3423	1970-01-01	2099-12-31		3423	ENG	12254434	12254434	3423	RXNORM	IN	3423	hydromorphone	N	4096.0
1307	1331270	1331270	dipyridamole	Drug	RxNorm	Ingredient	S	3521	1970-01-01	2099-12-31		3521	ENG	12252709	12252709	3521	RXNORM	IN	3521	dipyridamole	N	4096.0
1308	738818	738818	doxylamine	Drug	RxNorm	Ingredient	S	3642	1970-01-01	2099-12-31		3642	ENG	12252106	12252106	3642	RXNORM	IN	3642	doxylamine	N	4096.0
1309	940864	940864	econazole	Drug	RxNorm	Ingredient	S	3743	1970-01-01	2099-12-31		3743	ENG	12250471	12250471	3743	RXNORM	IN	3743	econazole	N	4096.0
1310	19045045	19045045	ergocalciferol	Drug	RxNorm	Ingredient	S	4018	1970-01-01	2099-12-31		4018	ENG	12252112	12252112	4018	RXNORM	IN	4018	ergocalciferol	N	4096.0
1311	745268	745268	ergoloid mesylates, USP	Drug	RxNorm	Ingredient	S	4024	1970-01-01	2099-12-31		4024	ENG	2959872	2959872	4024	RXNORM	IN	4024	ergoloid mesylates, USP	N	4096.0
1312	19049228	19049228	estrogens	Drug	RxNorm	Ingredient	S	4100	1970-01-01	2099-12-31		4100	ENG	12252115	12252115	4100	RXNORM	IN	4100	estrogens	N	
1313	19050554	19050554	etretinate	Drug	RxNorm	Ingredient	S	4182	1970-01-01	2099-12-31		4182	ENG	12253292	12253292	4182	RXNORM	IN	4182	etretinate	N	
1314	19054936	19054936	floxacillin	Drug	RxNorm	Ingredient	S	4448	1970-01-01	2099-12-31		4448	ENG	12254446	12254446	4448	RXNORM	IN	4448	floxacillin	N	
1315	19055183	19055183	flunarizine	Drug	RxNorm	Ingredient	S	4459	1970-01-01	2099-12-31		4459	ENG	12250477	12250477	4459	RXNORM	IN	4459	flunarizine	N	
1316	19055982	19055982	flupenthixol	Drug	RxNorm	Ingredient	S	4495	1970-01-01	2099-12-31		4495	ENG	12250478	12250478	4495	RXNORM	IN	4495	flupenthixol	N	
1317	19111620	19111620	folic acid	Drug	RxNorm	Ingredient	S	4511	1970-01-01	2099-12-31		4511	ENG	12253303	12253303	4511	RXNORM	IN	4511	folic acid	N	4096.0
1318	19056694	19056694	framycetin	Drug	RxNorm	Ingredient	S	4556	1970-01-01	2099-12-31		4556	ENG	12253889	12253889	4556	RXNORM	IN	4556	framycetin	N	
1319	1558242	1558242	gemfibrozil	Drug	RxNorm	Ingredient	S	4719	1970-01-01	2099-12-31		4719	ENG	12252132	12252132	4719	RXNORM	IN	4719	gemfibrozil	N	4096.0
1320	1360332	1360332	glucosamine	Drug	RxNorm	Ingredient	S	4845	1970-01-01	2099-12-31		4845	ENG	12252136	12252136	4845	RXNORM	IN	4845	glucosamine	N	4096.0
1321	963742	963742	gramicidin	Drug	RxNorm	Ingredient	S	5011	1970-01-01	2099-12-31		5011	ENG	12251012	12251012	5011	RXNORM	IN	5011	gramicidin	N	4096.0
1322	1366279	1366279	guanethidine	Drug	RxNorm	Ingredient	S	5036	1970-01-01	2099-12-31		5036	ENG	12252731	12252731	5036	RXNORM	IN	5036	guanethidine	N	
1323	966468	966468	halcinonide	Drug	RxNorm	Ingredient	S	5084	1970-01-01	2099-12-31		5084	ENG	12251014	12251014	5084	RXNORM	IN	5084	halcinonide	N	4096.0
1324	766529	766529	haloperidol	Drug	RxNorm	Ingredient	S	5093	1970-01-01	2099-12-31		5093	ENG	12253895	12253895	5093	RXNORM	IN	5093	haloperidol	N	4096.0
1325	1367571	1367571	heparin	Drug	RxNorm	Ingredient	S	5224	1970-01-01	2099-12-31		5224	ENG	8691826	8691826	5224	RXNORM	IN	5224	heparin	N	4096.0
1326	1373928	1373928	hydralazine	Drug	RxNorm	Ingredient	S	5470	1970-01-01	2099-12-31		5470	ENG	12251017	12251017	5470	RXNORM	IN	5470	hydralazine	N	4096.0
1327	1377023	1377023	hydroxocobalamin	Drug	RxNorm	Ingredient	S	5514	1970-01-01	2099-12-31		5514	ENG	12253898	12253898	5514	RXNORM	IN	5514	hydroxocobalamin	N	4096.0
1328	1777087	1777087	hydroxychloroquine	Drug	RxNorm	Ingredient	S	5521	1970-01-01	2099-12-31		5521	ENG	12252144	12252144	5521	RXNORM	IN	5521	hydroxychloroquine	N	4096.0
1329	19078156	19078156	idoxuridine	Drug	RxNorm	Ingredient	S	5653	1970-01-01	2099-12-31		5653	ENG	12251588	12251588	5653	RXNORM	IN	5653	idoxuridine	N	4096.0
1330	781705	781705	isocarboxazid	Drug	RxNorm	Ingredient	S	6011	1970-01-01	2099-12-31		6011	ENG	12252742	12252742	6011	RXNORM	IN	6011	isocarboxazid	N	4096.0
1331	19084696	19084696	juniper tar	Drug	RxNorm	Ingredient	S	6086	1970-01-01	2099-12-31		6086	ENG	193545	193545	6086	RXNORM	IN	6086	juniper tar	N	4096.0
1332	1386957	1386957	labetalol	Drug	RxNorm	Ingredient	S	6185	1970-01-01	2099-12-31		6185	ENG	12253317	12253317	6185	RXNORM	IN	6185	labetalol	N	4096.0
1333	1389464	1389464	levamisole	Drug	RxNorm	Ingredient	S	6371	1970-01-01	2099-12-31		6371	ENG	12250490	12250490	6371	RXNORM	IN	6371	levamisole	N	4096.0
1334	19091830	19091830	lofepramine	Drug	RxNorm	Ingredient	S	6465	1970-01-01	2099-12-31		6465	ENG	12251595	12251595	6465	RXNORM	IN	6465	lofepramine	N	
1335	792263	792263	loxapine	Drug	RxNorm	Ingredient	S	6475	1970-01-01	2099-12-31		6475	ENG	12254467	12254467	6475	RXNORM	IN	6475	loxapine	N	4096.0
1336	993631	993631	magnesium oxide	Drug	RxNorm	Ingredient	S	6582	1970-01-01	2099-12-31		6582	ENG	12253320	12253320	6582	RXNORM	IN	6582	magnesium oxide	N	4096.0
1337	19003140	19003140	mesterolone	Drug	RxNorm	Ingredient	S	6781	1970-01-01	2099-12-31		6781	ENG	12252169	12252169	6781	RXNORM	IN	6781	mesterolone	N	
1338	1305058	1305058	methotrexate	Drug	RxNorm	Ingredient	S	6851	1970-01-01	2099-12-31		6851	ENG	12251041	12251041	6851	RXNORM	IN	6851	methotrexate	N	4096.0
1339	905371	905371	methylcellulose	Drug	RxNorm	Ingredient	S	6873	1970-01-01	2099-12-31		6873	ENG	12254479	12254479	6873	RXNORM	IN	6873	methylcellulose	N	4096.0
1340	1305447	1305447	methyldopa	Drug	RxNorm	Ingredient	S	6876	1970-01-01	2099-12-31		6876	ENG	12253918	12253918	6876	RXNORM	IN	6876	methyldopa	N	4096.0
1341	19009896	19009896	molybdenum	Drug	RxNorm	Ingredient	S	7024	1970-01-01	2099-12-31		7024	ENG	12254483	12254483	7024	RXNORM	IN	7024	molybdenum	N	4096.0
1342	1110410	1110410	morphine	Drug	RxNorm	Ingredient	S	7052	1970-01-01	2099-12-31		7052	ENG	12253334	12253334	7052	RXNORM	IN	7052	morphine	N	4096.0
1343	19014035	19014035	nafronyl	Drug	RxNorm	Ingredient	S	7236	1970-01-01	2099-12-31		7236	ENG	12251047	12251047	7236	RXNORM	IN	7236	nafronyl	N	
1344	914533	914533	naphazoline	Drug	RxNorm	Ingredient	S	7247	1970-01-01	2099-12-31		7247	ENG	12252759	12252759	7247	RXNORM	IN	7247	naphazoline	N	4096.0
1345	915981	915981	neomycin	Drug	RxNorm	Ingredient	S	7299	1970-01-01	2099-12-31		7299	ENG	12250504	12250504	7299	RXNORM	IN	7299	neomycin	N	4096.0
1346	1517824	1517824	niacin	Drug	RxNorm	Ingredient	S	7393	1970-01-01	2099-12-31		7393	ENG	12251611	12251611	7393	RXNORM	IN	7393	niacin	N	4096.0
1347	1318137	1318137	nicardipine	Drug	RxNorm	Ingredient	S	7396	1970-01-01	2099-12-31		7396	ENG	12253924	12253924	7396	RXNORM	IN	7396	nicardipine	N	4096.0
1348	1721543	1721543	norfloxacin	Drug	RxNorm	Ingredient	S	7517	1970-01-01	2099-12-31		7517	ENG	12251614	12251614	7517	RXNORM	IN	7517	norfloxacin	N	4096.0
1349	922570	922570	nystatin	Drug	RxNorm	Ingredient	S	7597	1970-01-01	2099-12-31		7597	ENG	12252766	12252766	7597	RXNORM	IN	7597	nystatin	N	4096.0
1350	1522957	1522957	octreotide	Drug	RxNorm	Ingredient	S	7617	1970-01-01	2099-12-31		7617	ENG	12251618	12251618	7617	RXNORM	IN	7617	octreotide	N	4096.0
1351	1123995	1123995	metaproterenol	Drug	RxNorm	Ingredient	S	7688	1970-01-01	2099-12-31		7688	ENG	2976396	2976396	7688	RXNORM	IN	7688	metaproterenol	N	4096.0
1352	724816	724816	oxazepam	Drug	RxNorm	Ingredient	S	7781	1970-01-01	2099-12-31		7781	ENG	12253929	12253929	7781	RXNORM	IN	7781	oxazepam	N	4096.0
1353	19024904	19024904	oxprenolol	Drug	RxNorm	Ingredient	S	7801	1970-01-01	2099-12-31		7801	ENG	12252770	12252770	7801	RXNORM	IN	7801	oxprenolol	N	
1354	1124957	1124957	oxycodone	Drug	RxNorm	Ingredient	S	7804	1970-01-01	2099-12-31		7804	ENG	12252187	12252187	7804	RXNORM	IN	7804	oxycodone	N	4096.0
1355	19025274	19025274	oxygen	Drug	RxNorm	Ingredient	S	7806	1970-01-01	2099-12-31		7806	ENG	12253930	12253930	7806	RXNORM	IN	7806	oxygen	N	4096.0
1356	733008	733008	perphenazine	Drug	RxNorm	Ingredient	S	8076	1970-01-01	2099-12-31		8076	ENG	12253348	12253348	8076	RXNORM	IN	8076	perphenazine	N	4096.0
1357	19033193	19033193	pertussis vaccine	Drug	RxNorm	Ingredient	S	8080	1970-01-01	2099-12-31		8080	ENG	12250515	12250515	8080	RXNORM	IN	8080	pertussis vaccine	N	
1358	1335301	1335301	phenoxybenzamine	Drug	RxNorm	Ingredient	S	8149	1970-01-01	2099-12-31		8149	ENG	12252192	12252192	8149	RXNORM	IN	8149	phenoxybenzamine	N	4096.0
1359	948487	948487	polyethylene glycol 300	Drug	RxNorm	Ingredient	S	8513	1970-01-01	2099-12-31		8513	ENG	7692639	7692639	8513	RXNORM	IN	8513	polyethylene glycol 300	N	4096.0
1360	948490	948490	polyethylene glycol 400	Drug	RxNorm	Ingredient	S	8514	1970-01-01	2099-12-31		8514	ENG	12251070	12251070	8514	RXNORM	IN	8514	polyethylene glycol 400	N	4096.0
1361	948856	948856	polyvinyl alcohol	Drug	RxNorm	Ingredient	S	8570	1970-01-01	2099-12-31		8570	ENG	12251635	12251635	8570	RXNORM	IN	8570	polyvinyl alcohol	N	4096.0
1362	751347	751347	primidone	Drug	RxNorm	Ingredient	S	8691	1970-01-01	2099-12-31		8691	ENG	12251074	12251074	8691	RXNORM	IN	8691	primidone	N	4096.0
1363	1551803	1551803	fenofibrate	Drug	RxNorm	Ingredient	S	8703	1970-01-01	2099-12-31		8703	ENG	12250529	12250529	8703	RXNORM	IN	8703	fenofibrate	N	4096.0
1364	19053565	19053565	periciazine	Drug	RxNorm	Ingredient	S	8766	1970-01-01	2099-12-31		8766	ENG	3019811	3019811	8766	RXNORM	IN	8766	periciazine	N	
1365	1360421	1360421	quinidine	Drug	RxNorm	Ingredient	S	9068	1970-01-01	2099-12-31		9068	ENG	12254515	12254515	9068	RXNORM	IN	9068	quinidine	N	4096.0
1366	19062817	19062817	riboflavin	Drug	RxNorm	Ingredient	S	9346	1970-01-01	2099-12-31		9346	ENG	12251642	12251642	9346	RXNORM	IN	9346	riboflavin	N	4096.0
1367	1763204	1763204	rifampin	Drug	RxNorm	Ingredient	S	9384	1970-01-01	2099-12-31		9384	ENG	12251643	12251643	9384	RXNORM	IN	9384	rifampin	N	4096.0
1368	19063387	19063387	rimiterol	Drug	RxNorm	Ingredient	S	9388	1970-01-01	2099-12-31		9388	ENG	301688	301688	9388	RXNORM	IN	9388	rimiterol	N	
1369	964339	964339	sulfasalazine	Drug	RxNorm	Ingredient	S	9524	1970-01-01	2099-12-31		9524	ENG	12250542	12250542	9524	RXNORM	IN	9524	sulfasalazine	N	4096.0
1370	965748	965748	scopolamine	Drug	RxNorm	Ingredient	S	9601	1970-01-01	2099-12-31		9601	ENG	12251646	12251646	9601	RXNORM	IN	9601	scopolamine	N	4096.0
1371	19136040	19136040	carbaryl	Drug	RxNorm	Ingredient	S	9724	1970-01-01	2099-12-31		9724	ENG	12252796	12252796	9724	RXNORM	IN	9724	carbaryl	N	
1372	966956	966956	silver sulfadiazine	Drug	RxNorm	Ingredient	S	9793	1970-01-01	2099-12-31		9793	ENG	7234244	7234244	9793	RXNORM	IN	9793	silver sulfadiazine	N	4096.0
1373	966991	966991	simethicone	Drug	RxNorm	Ingredient	S	9796	1970-01-01	2099-12-31		9796	ENG	12251648	12251648	9796	RXNORM	IN	9796	simethicone	N	4096.0
1374	967823	967823	sodium chloride	Drug	RxNorm	Ingredient	S	9863	1970-01-01	2099-12-31		9863	ENG	12253957	12253957	9863	RXNORM	IN	9863	sodium chloride	N	4096.0
1375	19136066	19136066	somatostatin	Drug	RxNorm	Ingredient	S	9939	1970-01-01	2099-12-31		9939	ENG	12252800	12252800	9939	RXNORM	IN	9939	somatostatin	N	
1376	1636145	1636145	stanozolol	Drug	RxNorm	Ingredient	S	10032	1970-01-01	2099-12-31		10032	ENG	12253959	12253959	10032	RXNORM	IN	10032	stanozolol	N	
1377	1836191	1836191	streptomycin	Drug	RxNorm	Ingredient	S	10109	1970-01-01	2099-12-31		10109	ENG	12253961	12253961	10109	RXNORM	IN	10109	streptomycin	N	4096.0
1378	1036228	1036228	sucralfate	Drug	RxNorm	Ingredient	S	10156	1970-01-01	2099-12-31		10156	ENG	12254520	12254520	10156	RXNORM	IN	10156	sucralfate	N	4096.0
1379	836715	836715	temazepam	Drug	RxNorm	Ingredient	S	10355	1970-01-01	2099-12-31		10355	ENG	12254525	12254525	10355	RXNORM	IN	10355	temazepam	N	4096.0
1380	1836948	1836948	tetracycline	Drug	RxNorm	Ingredient	S	10395	1970-01-01	2099-12-31		10395	ENG	12250550	12250550	10395	RXNORM	IN	10395	tetracycline	N	4096.0
1381	19137042	19137042	thalidomide	Drug	RxNorm	Ingredient	S	10432	1970-01-01	2099-12-31		10432	ENG	12254527	12254527	10432	RXNORM	IN	10432	thalidomide	N	4096.0
1382	1437379	1437379	thioguanine	Drug	RxNorm	Ingredient	S	10485	1970-01-01	2099-12-31		10485	ENG	12251660	12251660	10485	RXNORM	IN	10485	thioguanine	N	4096.0
1383	700299	700299	thioridazine	Drug	RxNorm	Ingredient	S	10502	1970-01-01	2099-12-31		10502	ENG	12252810	12252810	10502	RXNORM	IN	10502	thioridazine	N	4096.0
1384	19000537	19000537	threonine	Drug	RxNorm	Ingredient	S	10524	1970-01-01	2099-12-31		10524	ENG	12253376	12253376	10524	RXNORM	IN	10524	threonine	N	4096.0
1385	1501700	1501700	levothyroxine	Drug	RxNorm	Ingredient	S	10582	1970-01-01	2099-12-31		10582	ENG	8689130	8689130	10582	RXNORM	IN	10582	levothyroxine	N	4096.0
1386	1702559	1702559	tinidazole	Drug	RxNorm	Ingredient	S	10612	1970-01-01	2099-12-31		10612	ENG	12253378	12253378	10612	RXNORM	IN	10612	tinidazole	N	4096.0
1387	902950	902950	tolnaftate	Drug	RxNorm	Ingredient	S	10637	1970-01-01	2099-12-31		10637	ENG	12253972	12253972	10637	RXNORM	IN	10637	tolnaftate	N	4096.0
1388	1505346	1505346	liothyronine	Drug	RxNorm	Ingredient	S	10814	1970-01-01	2099-12-31		10814	ENG	8689131	8689131	10814	RXNORM	IN	10814	liothyronine	N	4096.0
1389	19009540	19009540	vitamin E	Drug	RxNorm	Ingredient	S	11256	1970-01-01	2099-12-31		11256	ENG	12250564	12250564	11256	RXNORM	IN	11256	vitamin E	N	4096.0
1390	19011064	19011064	tiludronic acid	Drug	RxNorm	Ingredient	S	11476	1970-01-01	2099-12-31		11476	ENG	365129	365129	11476	RXNORM	IN	11476	tiludronic acid	N	
1391	19029393	19029393	aceclofenac	Drug	RxNorm	Ingredient	S	16689	1970-01-01	2099-12-31		16689	ENG	380676	380676	16689	RXNORM	IN	16689	aceclofenac	N	
1392	929887	929887	lansoprazole	Drug	RxNorm	Ingredient	S	17128	1970-01-01	2099-12-31		17128	ENG	382463	382463	17128	RXNORM	IN	17128	lansoprazole	N	4096.0
1393	19033278	19033278	peanut oil	Drug	RxNorm	Ingredient	S	18235	1970-01-01	2099-12-31		18235	ENG	12254547	12254547	18235	RXNORM	IN	18235	peanut oil	N	4096.0
1394	1133993	1133993	azatadine	Drug	RxNorm	Ingredient	S	18600	1970-01-01	2099-12-31		18600	ENG	388359	388359	18600	RXNORM	IN	18600	azatadine	N	
1395	19034275	19034275	bambuterol	Drug	RxNorm	Ingredient	S	18751	1970-01-01	2099-12-31		18751	ENG	388888	388888	18751	RXNORM	IN	18751	bambuterol	N	
1396	935529	935529	benoxinate	Drug	RxNorm	Ingredient	S	18889	1970-01-01	2099-12-31		18889	ENG	12253990	12253990	18889	RXNORM	IN	18889	benoxinate	N	4096.0
1397	19036731	19036731	benzthiazide	Drug	RxNorm	Ingredient	S	19008	1970-01-01	2099-12-31		19008	ENG	3500892	3500892	19008	RXNORM	IN	19008	benzthiazide	N	
1398	19036946	19036946	benzyl benzoate	Drug	RxNorm	Ingredient	S	19044	1970-01-01	2099-12-31		19044	ENG	389934	389934	19044	RXNORM	IN	19044	benzyl benzoate	N	4096.0
1399	19037560	19037560	bifonazole	Drug	RxNorm	Ingredient	S	19295	1970-01-01	2099-12-31		19295	ENG	390882	390882	19295	RXNORM	IN	19295	bifonazole	N	
1400	1338005	1338005	bisoprolol	Drug	RxNorm	Ingredient	S	19484	1970-01-01	2099-12-31		19484	ENG	12253391	12253391	19484	RXNORM	IN	19484	bisoprolol	N	4096.0
1401	1140123	1140123	acrivastine	Drug	RxNorm	Ingredient	S	19959	1970-01-01	2099-12-31		19959	ENG	393541	393541	19959	RXNORM	IN	19959	acrivastine	N	
1402	19050216	19050216	cilazapril	Drug	RxNorm	Ingredient	S	21102	1970-01-01	2099-12-31		21102	ENG	12253393	12253393	21102	RXNORM	IN	21102	cilazapril	N	
1403	19050832	19050832	clobazam	Drug	RxNorm	Ingredient	S	21241	1970-01-01	2099-12-31		21241	ENG	399896	399896	21241	RXNORM	IN	21241	clobazam	N	4096.0
1404	1351115	1351115	ubidecarenone	Drug	RxNorm	Ingredient	S	21406	1970-01-01	2099-12-31		21406	ENG	11794204	11794204	21406	RXNORM	IN	21406	ubidecarenone	N	4096.0
1405	1189490	1189490	dichloralphenazone	Drug	RxNorm	Ingredient	S	22892	1970-01-01	2099-12-31		22892	ENG	2929305	2929305	22892	RXNORM	IN	22892	dichloralphenazone	N	4096.0
1406	1389780	1389780	methylsulfonylmethane	Drug	RxNorm	Ingredient	S	23247	1970-01-01	2099-12-31		23247	ENG	2959887	2959887	23247	RXNORM	IN	23247	methylsulfonylmethane	N	4096.0
1407	19091239	19091239	domiphen	Drug	RxNorm	Ingredient	S	23623	1970-01-01	2099-12-31		23623	ENG	409672	409672	23623	RXNORM	IN	23623	domiphen	N	
1408	1396012	1396012	ferrous gluconate	Drug	RxNorm	Ingredient	S	24942	1970-01-01	2099-12-31		24942	ENG	1861502	1861502	24942	RXNORM	IN	24942	ferrous gluconate	N	4096.0
1409	996416	996416	finasteride	Drug	RxNorm	Ingredient	S	25025	1970-01-01	2099-12-31		25025	ENG	12254551	12254551	25025	RXNORM	IN	25025	finasteride	N	4096.0
1410	1196514	1196514	flunisolide	Drug	RxNorm	Ingredient	S	25120	1970-01-01	2099-12-31		25120	ENG	416041	416041	25120	RXNORM	IN	25120	flunisolide	N	4096.0
1411	996625	996625	fluorescein	Drug	RxNorm	Ingredient	S	25138	1970-01-01	2099-12-31		25138	ENG	12252243	12252243	25138	RXNORM	IN	25138	fluorescein	N	4096.0
1412	1597235	1597235	follitropin beta	Drug	RxNorm	Ingredient	S	25357	1970-01-01	2099-12-31		25357	ENG	2959889	2959889	25357	RXNORM	IN	25357	follitropin beta	N	4096.0
