	drug_concept_id	concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason	_c0	_c1	_c7	_c9	_c11	_c12	_c13	_c14	_c16
967	1769389	1769389	nevirapine	Drug	RxNorm	Ingredient	S	53654	1970-01-01	2099-12-31		53654	ENG	8428078	DB00238	DRUGBANK	IN	DB00238	Nevirapine	N
968	1373225	1373225	perindopril	Drug	RxNorm	Ingredient	S	54552	1970-01-01	2099-12-31		54552	ENG	8522153	DB00790	DRUGBANK	IN	DB00790	Perindopril	N
969	19076714	19076714	dibasic potassium phosphate	Drug	RxNorm	Ingredient	S	55018	1970-01-01	2099-12-31		55018	ENG	8453588	DB09414	DRUGBANK	IN	DB09414	Dipotassium phosphate	N
970	19077093	19077093	propiverine	Drug	RxNorm	Ingredient	S	55175	1970-01-01	2099-12-31		55175	ENG	9245662	DB12278	DRUGBANK	IN	DB12278	Propiverine	N
971	1777417	1777417	rifabutin	Drug	RxNorm	Ingredient	S	55672	1970-01-01	2099-12-31		55672	ENG	8352292	DB00615	DRUGBANK	IN	DB00615	Rifabutin	N
972	977968	977968	sodium citrate	Drug	RxNorm	Ingredient	S	56466	1970-01-01	2099-12-31		56466	ENG	11424876	DB09154	DRUGBANK	IN	DB09154	Sodium citrate	N
973	19081195	19081195	buclizine	Drug	RxNorm	Ingredient	S	59636	1970-01-01	2099-12-31		59636	ENG	8468220	DB00354	DRUGBANK	IN	DB00354	Buclizine	N
974	1301025	1301025	enoxaparin	Drug	RxNorm	Ingredient	S	67108	1970-01-01	2099-12-31		67108	ENG	8650638	DB01225	DRUGBANK	IN	DB01225	Enoxaparin	N
975	1304850	1304850	filgrastim	Drug	RxNorm	Ingredient	S	68442	1970-01-01	2099-12-31		68442	ENG	8592582	DB00099	DRUGBANK	IN	DB00099	Filgrastim	N
976	1516766	1516766	repaglinide	Drug	RxNorm	Ingredient	S	73044	1970-01-01	2099-12-31		73044	ENG	8502635	DB00912	DRUGBANK	IN	DB00912	Repaglinide	N
977	19024140	19024140	quinagolide	Drug	RxNorm	Ingredient	S	76887	1970-01-01	2099-12-31		76887	ENG	8499144	DB09097	DRUGBANK	IN	DB09097	Quinagolide	N
978	1742253	1742253	levofloxacin	Drug	RxNorm	Ingredient	S	82122	1970-01-01	2099-12-31		82122	ENG	8669626	DB01137	DRUGBANK	IN	DB01137	Levofloxacin	N
979	958527	958527	belladonna extract, USP	Drug	RxNorm	Ingredient	S	89781	1970-01-01	2099-12-31		89781	ENG	9712904	DB13913	DRUGBANK	IN	DB13913	Belladonna	N
980	1360067	1360067	iron	Drug	RxNorm	Ingredient	S	90176	1970-01-01	2099-12-31		90176	ENG	8517161	DB01592	DRUGBANK	IN	DB01592	Iron	N
981	1301125	1301125	epoetin alfa	Drug	RxNorm	Ingredient	S	105694	1970-01-01	2099-12-31		105694	ENG	8674055	DB00016	DRUGBANK	IN	DB00016	Erythropoietin	N
982	905151	905151	alclometasone	Drug	RxNorm	Ingredient	S	108088	1970-01-01	2099-12-31		108088	ENG	8622671	DB00240	DRUGBANK	IN	DB00240	Alclometasone	N
983	1711523	1711523	indinavir	Drug	RxNorm	Ingredient	S	114289	1970-01-01	2099-12-31		114289	ENG	8355411	DB00224	DRUGBANK	IN	DB00224	Indinavir	N
984	711584	711584	levetiracetam	Drug	RxNorm	Ingredient	S	114477	1970-01-01	2099-12-31		114477	ENG	8677363	DB01202	DRUGBANK	IN	DB01202	Levetiracetam	N
985	1111706	1111706	zafirlukast	Drug	RxNorm	Ingredient	S	114970	1970-01-01	2099-12-31		114970	ENG	8656469	DB00549	DRUGBANK	IN	DB00549	Zafirlukast	N
986	911735	911735	rabeprazole	Drug	RxNorm	Ingredient	S	114979	1970-01-01	2099-12-31		114979	ENG	8482578	DB01129	DRUGBANK	IN	DB01129	Rabeprazole	N
987	915855	915855	olopatadine	Drug	RxNorm	Ingredient	S	135391	1970-01-01	2099-12-31		135391	ENG	8471167	DB00768	DRUGBANK	IN	DB00768	Olopatadine	N
988	715997	715997	donepezil	Drug	RxNorm	Ingredient	S	135447	1970-01-01	2099-12-31		135447	ENG	8414249	DB00843	DRUGBANK	IN	DB00843	Donepezil	N
989	1118084	1118084	celecoxib	Drug	RxNorm	Ingredient	S	140587	1970-01-01	2099-12-31		140587	ENG	8607292	DB00482	DRUGBANK	IN	DB00482	Celecoxib	N
990	1319219	1319219	calcium ascorbate	Drug	RxNorm	Ingredient	S	142407	1970-01-01	2099-12-31		142407	ENG	10289121	DB14483	DRUGBANK	IN	DB14483	Calcium ascorbate	N
991	19024636	19024636	poloxamer 188	Drug	RxNorm	Ingredient	S	155152	1970-01-01	2099-12-31		155152	ENG	9276224	DB11333	DRUGBANK	IN	DB11333	Poloxamer 188	N
992	1337620	1337620	capecitabine	Drug	RxNorm	Ingredient	S	194000	1970-01-01	2099-12-31		194000	ENG	8300344	DB01101	DRUGBANK	IN	DB01101	Capecitabine	N
993	938044	938044	brinzolamide	Drug	RxNorm	Ingredient	S	194881	1970-01-01	2099-12-31		194881	ENG	8559036	DB01194	DRUGBANK	IN	DB01194	Brinzolamide	N
994	1738135	1738135	efavirenz	Drug	RxNorm	Ingredient	S	195085	1970-01-01	2099-12-31		195085	ENG	8661823	DB00625	DRUGBANK	IN	DB00625	Efavirenz	N
995	1189697	1189697	eletriptan	Drug	RxNorm	Ingredient	S	231049	1970-01-01	2099-12-31		231049	ENG	8380418	DB00216	DRUGBANK	IN	DB00216	Eletriptan	N
996	991825	991825	trospium	Drug	RxNorm	Ingredient	S	236778	1970-01-01	2099-12-31		236778	ENG	8489323	DB00209	DRUGBANK	IN	DB00209	Trospium	N
997	1398399	1398399	exemestane	Drug	RxNorm	Ingredient	S	258494	1970-01-01	2099-12-31		258494	ENG	8668711	DB00990	DRUGBANK	IN	DB00990	Exemestane	N
998	1103374	1103374	valdecoxib	Drug	RxNorm	Ingredient	S	278567	1970-01-01	2099-12-31		278567	ENG	8715301	DB00580	DRUGBANK	IN	DB00580	Valdecoxib	N
999	1304044	1304044	fulvestrant	Drug	RxNorm	Ingredient	S	282357	1970-01-01	2099-12-31		282357	ENG	8478146	DB00947	DRUGBANK	IN	DB00947	Fulvestrant	N
1000	19004283	19004283	magnesium malate	Drug	RxNorm	Ingredient	S	283578	1970-01-01	2099-12-31		283578	ENG	12718259	DB15555	DRUGBANK	IN	DB15555	Magnesium malate	N
1001	1317967	1317967	aliskiren	Drug	RxNorm	Ingredient	S	325646	2007-04-01	2099-12-31		325646	ENG	8508258	DB09026	DRUGBANK	IN	DB09026	Aliskiren	N
1002	1319193	1319193	gefitinib	Drug	RxNorm	Ingredient	S	328134	1970-01-01	2099-12-31		328134	ENG	8634316	DB00317	DRUGBANK	IN	DB00317	Gefitinib	N
1003	1325608	1325608	pegfilgrastim	Drug	RxNorm	Ingredient	S	338036	1970-01-01	2099-12-31		338036	ENG	8280909	DB00019	DRUGBANK	IN	DB00019	Pegfilgrastim	N
1004	735843	735843	natalizumab	Drug	RxNorm	Ingredient	S	354770	1970-01-01	2099-12-31		354770	ENG	8464892	DB00108	DRUGBANK	IN	DB00108	Natalizumab	N
1005	19122137	19122137	vildagliptin	Drug	RxNorm	Ingredient	S	596554	2008-03-02	2099-12-31		596554	ENG	8542990	DB04876	DRUGBANK	IN	DB04876	Vildagliptin	N
1006	720810	720810	pramipexole	Drug	RxNorm	Ingredient	S	746741	2007-12-30	2099-12-31		746741	ENG	8665483	DB00413	DRUGBANK	IN	DB00413	Pramipexole	N
1007	523283	523283	poliovirus vaccine inactivated, type 1 (Mahoney)	Drug	RxNorm	Ingredient	S	763096	2008-03-30	2099-12-31		763096	ENG	9275724	DB10795	DRUGBANK	IN	DB10795	Poliovirus type 1 antigen (formaldehyde inactivated)	N
1008	523367	523367	poliovirus vaccine inactivated, type 3 (Saukett)	Drug	RxNorm	Ingredient	S	763100	2008-03-30	2099-12-31		763100	ENG	9275732	DB10797	DRUGBANK	IN	DB10797	Poliovirus type 3 antigen (formaldehyde inactivated)	N
1009	40164052	40164052	asenapine	Drug	RxNorm	Ingredient	S	784649	2009-09-06	2099-12-31		784649	ENG	8636554	DB06216	DRUGBANK	IN	DB06216	Asenapine	N
1010	529303	529303	diphtheria toxoid vaccine, inactivated	Drug	RxNorm	Ingredient	S	798304	2008-06-29	2099-12-31		798304	ENG	10825177	DB10584	DRUGBANK	IN	DB10584	Corynebacterium diphtheriae toxoid antigen (formaldehyde inactivated)	N
1011	529303	529303	diphtheria toxoid vaccine, inactivated	Drug	RxNorm	Ingredient	S	798304	2008-06-29	2099-12-31		798304	ENG	9274943	DB09877	DRUGBANK	IN	DB09877	Corynebacterium diphtheriae	N
1012	532881	532881	typhoid Vi polysaccharide vaccine, S typhi Ty2 strain	Drug	RxNorm	Ingredient	S	807219	2008-09-28	2099-12-31		807219	ENG	11452636	DB10803	DRUGBANK	IN	DB10803	Typhoid Vi polysaccharide vaccine	N
1013	40166035	40166035	saxagliptin	Drug	RxNorm	Ingredient	S	857974	2009-09-06	2099-12-31		857974	ENG	8595014	DB06335	DRUGBANK	IN	DB06335	Saxagliptin	N
1014	42800040	42800040	avanafil	Drug	RxNorm	Ingredient	S	1291301	2012-06-04	2099-12-31		1291301	ENG	8543151	DB06237	DRUGBANK	IN	DB06237	Avanafil	N
1015	42800027	42800027	varicella-zoster virus vaccine live (Oka-Merck) strain	Drug	RxNorm	Ingredient	S	1292422	2012-06-04	2099-12-31		1292422	ENG	12540730	DB10318	DRUGBANK	IN	DB10318	Varicella zoster vaccine (live/attenuated)	N
1016	42900069	42900069	trehalose	Drug	RxNorm	Ingredient	S	1311373	2012-10-01	2099-12-31		1311373	ENG	9245696	DB12310	DRUGBANK	IN	DB12310	Trehalose	N
1017	42898318	42898318	aspartame	Drug	RxNorm	Ingredient	S	1311524	2012-10-01	2099-12-31		1311524	ENG	8334599	DB00168	DRUGBANK	IN	DB00168	Aspartame	N
1018	43013884	43013884	alogliptin	Drug	RxNorm	Ingredient	S	1368001	2013-03-04	2099-12-31		1368001	ENG	8275331	DB06203	DRUGBANK	IN	DB06203	Alogliptin	N
1019	43013634	43013634	Glycyrrhiza glabra extract	Drug	RxNorm	Ingredient	S	1370435	2013-03-04	2099-12-31		1370435	ENG	10288689	DB14312	DRUGBANK	IN	DB14312	Glycyrrhiza glabra	N
1020	43531973	43531973	lanolin alcohols	Drug	RxNorm	Ingredient	S	1426478	2013-07-01	2099-12-31		1426478	ENG	10334520	DB14181	DRUGBANK	IN	DB14181	Lanolin alcohols	N
1021	45775116	45775116	olodaterol	Drug	RxNorm	Ingredient	S	1546059	2014-12-01	2099-12-31		1546059	ENG	8461507	DB09080	DRUGBANK	IN	DB09080	Olodaterol	N
1022	45892419	45892419	gentamicin	Drug	RxNorm	Ingredient	S	1596450	2015-03-02	2099-12-31		1596450	ENG	8541383	DB00798	DRUGBANK	IN	DB00798	Gentamicin	N
1023	45892883	45892883	secukinumab	Drug	RxNorm	Ingredient	S	1599788	2015-03-02	2099-12-31		1599788	ENG	8361291	DB09029	DRUGBANK	IN	DB09029	Secukinumab	N
1024	35602717	35602717	insulin degludec	Drug	RxNorm	Ingredient	S	1670007	2016-05-02	2099-12-31		1670007	ENG	11812538	DB09564	DRUGBANK	IN	DB09564	Insulin degludec	N
1025	1510417	1510417	cannabidiol	Drug	RxNorm	Ingredient	S	2045371	2018-07-02	2099-12-31		2045371	ENG	8684497	DB09061	DRUGBANK	IN	DB09061	Cannabidiol	N
1026	1356018	1356018	prucalopride	Drug	RxNorm	Ingredient	S	2107310	2019-02-04	2099-12-31		2107310	ENG	8442983	DB06480	DRUGBANK	IN	DB06480	Prucalopride	N
1027	1366603	1366603	octenidine	Drug	RxNorm	Ingredient	S	2119240	2019-04-01	2099-12-31		2119240	ENG	9246053	DB12624	DRUGBANK	IN	DB12624	Octenidine	N
1028	906874	906874	oxyquinoline	Drug	RxNorm	Ingredient	S	110	1970-01-01	2099-12-31		110	ENG	9273224	DB11145	DRUGBANK	IN	DB11145	Oxyquinoline	N
1029	1125315	1125315	acetaminophen	Drug	RxNorm	Ingredient	S	161	1970-01-01	2099-12-31		161	ENG	8387161	DB00316	DRUGBANK	IN	DB00316	Acetaminophen	N
1030	1703687	1703687	acyclovir	Drug	RxNorm	Ingredient	S	281	1970-01-01	2099-12-31		281	ENG	10267739	DB00787	DRUGBANK	IN	DB00787	Acyclovir	N
1031	1753745	1753745	albendazole	Drug	RxNorm	Ingredient	S	430	1970-01-01	2099-12-31		430	ENG	8582166	DB00518	DRUGBANK	IN	DB00518	Albendazole	N
1032	966376	966376	allantoin	Drug	RxNorm	Ingredient	S	508	1970-01-01	2099-12-31		508	ENG	9273178	DB11100	DRUGBANK	IN	DB11100	Allantoin	N
1033	1167322	1167322	allopurinol	Drug	RxNorm	Ingredient	S	519	1970-01-01	2099-12-31		519	ENG	8311204	DB00437	DRUGBANK	IN	DB00437	Allopurinol	N
1034	1381504	1381504	alprostadil	Drug	RxNorm	Ingredient	S	598	1970-01-01	2099-12-31		598	ENG	8511958	DB00770	DRUGBANK	IN	DB00770	Alprostadil	N
1035	1717240	1717240	amphotericin B	Drug	RxNorm	Ingredient	S	732	1970-01-01	2099-12-31		732	ENG	8439101	DB00681	DRUGBANK	IN	DB00681	Amphotericin B	N
1036	1717327	1717327	ampicillin	Drug	RxNorm	Ingredient	S	733	1970-01-01	2099-12-31		733	ENG	8508631	DB00415	DRUGBANK	IN	DB00415	Ampicillin	N
1037	19136654	19136654	apazone	Drug	RxNorm	Ingredient	S	1029	1970-01-01	2099-12-31		1029	ENG	8717113	DB07402	DRUGBANK	IN	DB07402	Azapropazone	N
1038	837027	837027	apomorphine	Drug	RxNorm	Ingredient	S	1043	1970-01-01	2099-12-31		1043	ENG	8624520	DB00714	DRUGBANK	IN	DB00714	Apomorphine	N
1039	914335	914335	atropine	Drug	RxNorm	Ingredient	S	1223	1970-01-01	2099-12-31		1223	ENG	8340470	DB00572	DRUGBANK	IN	DB00572	Atropine	N
1040	19014878	19014878	azathioprine	Drug	RxNorm	Ingredient	S	1256	1970-01-01	2099-12-31		1256	ENG	8332841	DB00993	DRUGBANK	IN	DB00993	Azathioprine	N
1041	19016467	19016467	bentonite	Drug	RxNorm	Ingredient	S	1375	1970-01-01	2099-12-31		1375	ENG	11418790	DB11306	DRUGBANK	IN	DB11306	Bentonite	N
1042	19016754	19016754	benzbromarone	Drug	RxNorm	Ingredient	S	1385	1970-01-01	2099-12-31		1385	ENG	9245707	DB12319	DRUGBANK	IN	DB12319	Benzbromarone	N
1043	916751	916751	lindane	Drug	RxNorm	Ingredient	S	1388	1970-01-01	2099-12-31		1388	ENG	8663949	DB00431	DRUGBANK	IN	DB00431	Lindane	N
1044	19011438	19011438	benzoin resin	Drug	RxNorm	Ingredient	S	1406	1970-01-01	2099-12-31		1406	ENG	10273508	DB11222	DRUGBANK	IN	DB11222	Benzoin resin	N
1045	19011438	19011438	benzoin resin	Drug	RxNorm	Ingredient	S	1406	1970-01-01	2099-12-31		1406	ENG	10334388	DB14020	DRUGBANK	IN	DB14020	Benzoin	N
1046	919681	919681	benzyl alcohol	Drug	RxNorm	Ingredient	S	1426	1970-01-01	2099-12-31		1426	ENG	8621025	DB06770	DRUGBANK	IN	DB06770	Benzyl alcohol	N
1047	1322081	1322081	betaxolol	Drug	RxNorm	Ingredient	S	1520	1970-01-01	2099-12-31		1520	ENG	8562002	DB00195	DRUGBANK	IN	DB00195	Betaxolol	N
1048	729855	729855	botulinum toxin type A	Drug	RxNorm	Ingredient	S	1712	1970-01-01	2099-12-31		1712	ENG	10785216	DB00083	DRUGBANK	IN	DB00083	Botulinum toxin type A	N
1049	730548	730548	bromocriptine	Drug	RxNorm	Ingredient	S	1760	1970-01-01	2099-12-31		1760	ENG	8612602	DB01200	DRUGBANK	IN	DB01200	Bromocriptine	N
1050	1337159	1337159	calcium glycerophosphate	Drug	RxNorm	Ingredient	S	1909	1970-01-01	2099-12-31		1909	ENG	9273249	DB11264	DRUGBANK	IN	DB11264	Calcium glycerophosphate	N
1051	19041843	19041843	carbocysteine	Drug	RxNorm	Ingredient	S	2023	1970-01-01	2099-12-31		2023	ENG	8350980	DB04339	DRUGBANK	IN	DB04339	Carbocisteine	N
1052	950370	950370	carteolol	Drug	RxNorm	Ingredient	S	2116	1970-01-01	2099-12-31		2116	ENG	8597218	DB00521	DRUGBANK	IN	DB00521	Carteolol	N
1053	1777806	1777806	ceftriaxone	Drug	RxNorm	Ingredient	S	2193	1970-01-01	2099-12-31		2193	ENG	8559057	DB01212	DRUGBANK	IN	DB01212	Ceftriaxone	N
1054	989301	989301	cetylpyridinium	Drug	RxNorm	Ingredient	S	2286	1970-01-01	2099-12-31		2286	ENG	9273147	DB11073	DRUGBANK	IN	DB11073	Cetylpyridinium	N
1055	19092290	19092290	chlormezanone	Drug	RxNorm	Ingredient	S	2373	1970-01-01	2099-12-31		2373	ENG	8580214	DB01178	DRUGBANK	IN	DB01178	Chlormezanone	N
1056	19092412	19092412	chlorobutanol	Drug	RxNorm	Ingredient	S	2378	1970-01-01	2099-12-31		2378	ENG	9704390	DB11386	DRUGBANK	IN	DB11386	Chlorobutanol	N
1057	794852	794852	chlorpromazine	Drug	RxNorm	Ingredient	S	2403	1970-01-01	2099-12-31		2403	ENG	8441541	DB00477	DRUGBANK	IN	DB00477	Chlorpromazine	N
1058	1594973	1594973	chlorpropamide	Drug	RxNorm	Ingredient	S	2404	1970-01-01	2099-12-31		2404	ENG	8627051	DB00672	DRUGBANK	IN	DB00672	Chlorpropamide	N
1059	19095043	19095043	chlortetracycline	Drug	RxNorm	Ingredient	S	2408	1970-01-01	2099-12-31		2408	ENG	8442139	DB09093	DRUGBANK	IN	DB09093	Chlortetracycline	N
1060	1395058	1395058	chlorthalidone	Drug	RxNorm	Ingredient	S	2409	1970-01-01	2099-12-31		2409	ENG	8688188	DB00310	DRUGBANK	IN	DB00310	Chlorthalidone	N
1061	19095309	19095309	cholestyramine resin	Drug	RxNorm	Ingredient	S	2447	1970-01-01	2099-12-31		2447	ENG	8281022	DB01432	DRUGBANK	IN	DB01432	Cholestyramine	N
1062	1395573	1395573	chondroitin sulfates	Drug	RxNorm	Ingredient	S	2473	1970-01-01	2099-12-31		2473	ENG	8569304	DB09301	DRUGBANK	IN	DB09301	Chondroitin sulfate	N
1063	1397599	1397599	cisplatin	Drug	RxNorm	Ingredient	S	2555	1970-01-01	2099-12-31		2555	ENG	8508731	DB00515	DRUGBANK	IN	DB00515	Cisplatin	N
1064	797617	797617	citalopram	Drug	RxNorm	Ingredient	S	2556	1970-01-01	2099-12-31		2556	ENG	8443429	DB00215	DRUGBANK	IN	DB00215	Citalopram	N
1065	1798476	1798476	clofazimine	Drug	RxNorm	Ingredient	S	2592	1970-01-01	2099-12-31		2592	ENG	8398853	DB00845	DRUGBANK	IN	DB00845	Clofazimine	N
1066	1000632	1000632	clotrimazole	Drug	RxNorm	Ingredient	S	2623	1970-01-01	2099-12-31		2623	ENG	8472526	DB00257	DRUGBANK	IN	DB00257	Clotrimazole	N
1067	1201620	1201620	codeine	Drug	RxNorm	Ingredient	S	2670	1970-01-01	2099-12-31		2670	ENG	8451474	DB00318	DRUGBANK	IN	DB00318	Codeine	N
1068	1101554	1101554	colchicine	Drug	RxNorm	Ingredient	S	2683	1970-01-01	2099-12-31		2683	ENG	8497871	DB01394	DRUGBANK	IN	DB01394	Colchicine	N
1069	1501617	1501617	colestipol	Drug	RxNorm	Ingredient	S	2685	1970-01-01	2099-12-31		2685	ENG	8601079	DB00375	DRUGBANK	IN	DB00375	Colestipol	N
1070	910232	910232	cyclopentolate	Drug	RxNorm	Ingredient	S	3001	1970-01-01	2099-12-31		3001	ENG	8341833	DB00979	DRUGBANK	IN	DB00979	Cyclopentolate	N
1071	1711759	1711759	dapsone	Drug	RxNorm	Ingredient	S	3108	1970-01-01	2099-12-31		3108	ENG	8379559	DB00250	DRUGBANK	IN	DB00250	Dapsone	N
1072	1312007	1312007	prasterone	Drug	RxNorm	Ingredient	S	3143	1970-01-01	2099-12-31		3143	ENG	8701803	DB01708	DRUGBANK	IN	DB01708	Prasterone	N
1073	1119510	1119510	dextromethorphan	Drug	RxNorm	Ingredient	S	3289	1970-01-01	2099-12-31		3289	ENG	8371033	DB00514	DRUGBANK	IN	DB00514	Dextromethorphan	N
1074	925102	925102	dienestrol	Drug	RxNorm	Ingredient	S	3368	1970-01-01	2099-12-31		3368	ENG	8409801	DB00890	DRUGBANK	IN	DB00890	Dienestrol	N
1075	725822	725822	diethylpropion	Drug	RxNorm	Ingredient	S	3389	1970-01-01	2099-12-31		3389	ENG	8432227	DB00937	DRUGBANK	IN	DB00937	Diethylpropion	N
1076	1126557	1126557	dihydroergotamine	Drug	RxNorm	Ingredient	S	3418	1970-01-01	2099-12-31		3418	ENG	8384791	DB00320	DRUGBANK	IN	DB00320	Dihydroergotamine	N
1077	1126658	1126658	hydromorphone	Drug	RxNorm	Ingredient	S	3423	1970-01-01	2099-12-31		3423	ENG	8583753	DB00327	DRUGBANK	IN	DB00327	Hydromorphone	N
1078	1331270	1331270	dipyridamole	Drug	RxNorm	Ingredient	S	3521	1970-01-01	2099-12-31		3521	ENG	8445839	DB00975	DRUGBANK	IN	DB00975	Dipyridamole	N
1079	738818	738818	doxylamine	Drug	RxNorm	Ingredient	S	3642	1970-01-01	2099-12-31		3642	ENG	8293552	DB00366	DRUGBANK	IN	DB00366	Doxylamine	N
1080	940864	940864	econazole	Drug	RxNorm	Ingredient	S	3743	1970-01-01	2099-12-31		3743	ENG	8610110	DB01127	DRUGBANK	IN	DB01127	Econazole	N
1081	19045045	19045045	ergocalciferol	Drug	RxNorm	Ingredient	S	4018	1970-01-01	2099-12-31		4018	ENG	8302867	DB00153	DRUGBANK	IN	DB00153	Ergocalciferol	N
1082	745268	745268	ergoloid mesylates, USP	Drug	RxNorm	Ingredient	S	4024	1970-01-01	2099-12-31		4024	ENG	8517437	DB01049	DRUGBANK	IN	DB01049	Ergoloid mesylate	N
1083	19050554	19050554	etretinate	Drug	RxNorm	Ingredient	S	4182	1970-01-01	2099-12-31		4182	ENG	8715312	DB00926	DRUGBANK	IN	DB00926	Etretinate	N
1084	19054936	19054936	floxacillin	Drug	RxNorm	Ingredient	S	4448	1970-01-01	2099-12-31		4448	ENG	8508307	DB00301	DRUGBANK	IN	DB00301	Flucloxacillin	N
1085	19055183	19055183	flunarizine	Drug	RxNorm	Ingredient	S	4459	1970-01-01	2099-12-31		4459	ENG	8549223	DB04841	DRUGBANK	IN	DB04841	Flunarizine	N
1086	19055982	19055982	flupenthixol	Drug	RxNorm	Ingredient	S	4495	1970-01-01	2099-12-31		4495	ENG	8430227	DB00875	DRUGBANK	IN	DB00875	Flupentixol	N
1087	19111620	19111620	folic acid	Drug	RxNorm	Ingredient	S	4511	1970-01-01	2099-12-31		4511	ENG	11424863	DB00158	DRUGBANK	IN	DB00158	Folic acid	N
1088	19056694	19056694	framycetin	Drug	RxNorm	Ingredient	S	4556	1970-01-01	2099-12-31		4556	ENG	8329294	DB00452	DRUGBANK	IN	DB00452	Framycetin	N
1089	1558242	1558242	gemfibrozil	Drug	RxNorm	Ingredient	S	4719	1970-01-01	2099-12-31		4719	ENG	8449569	DB01241	DRUGBANK	IN	DB01241	Gemfibrozil	N
1090	1360332	1360332	glucosamine	Drug	RxNorm	Ingredient	S	4845	1970-01-01	2099-12-31		4845	ENG	8431616	DB01296	DRUGBANK	IN	DB01296	Glucosamine	N
1091	1366279	1366279	guanethidine	Drug	RxNorm	Ingredient	S	5036	1970-01-01	2099-12-31		5036	ENG	8486750	DB01170	DRUGBANK	IN	DB01170	Guanethidine	N
1092	966468	966468	halcinonide	Drug	RxNorm	Ingredient	S	5084	1970-01-01	2099-12-31		5084	ENG	8564904	DB06786	DRUGBANK	IN	DB06786	Halcinonide	N
1093	766529	766529	haloperidol	Drug	RxNorm	Ingredient	S	5093	1970-01-01	2099-12-31		5093	ENG	8456256	DB00502	DRUGBANK	IN	DB00502	Haloperidol	N
1094	1367571	1367571	heparin	Drug	RxNorm	Ingredient	S	5224	1970-01-01	2099-12-31		5224	ENG	8623991	DB01109	DRUGBANK	IN	DB01109	Heparin	N
1095	1373928	1373928	hydralazine	Drug	RxNorm	Ingredient	S	5470	1970-01-01	2099-12-31		5470	ENG	8660530	DB01275	DRUGBANK	IN	DB01275	Hydralazine	N
1096	1377023	1377023	hydroxocobalamin	Drug	RxNorm	Ingredient	S	5514	1970-01-01	2099-12-31		5514	ENG	8527542	DB00200	DRUGBANK	IN	DB00200	Hydroxocobalamin	N
1097	1777087	1777087	hydroxychloroquine	Drug	RxNorm	Ingredient	S	5521	1970-01-01	2099-12-31		5521	ENG	8390883	DB01611	DRUGBANK	IN	DB01611	Hydroxychloroquine	N
1098	19078156	19078156	idoxuridine	Drug	RxNorm	Ingredient	S	5653	1970-01-01	2099-12-31		5653	ENG	8282693	DB00249	DRUGBANK	IN	DB00249	Idoxuridine	N
1099	781705	781705	isocarboxazid	Drug	RxNorm	Ingredient	S	6011	1970-01-01	2099-12-31		6011	ENG	8403391	DB01247	DRUGBANK	IN	DB01247	Isocarboxazid	N
1100	19084696	19084696	juniper tar	Drug	RxNorm	Ingredient	S	6086	1970-01-01	2099-12-31		6086	ENG	12619583	DB16639	DRUGBANK	IN	DB16639	Juniper tar	N
1101	1386957	1386957	labetalol	Drug	RxNorm	Ingredient	S	6185	1970-01-01	2099-12-31		6185	ENG	8563866	DB00598	DRUGBANK	IN	DB00598	Labetalol	N
1102	1389464	1389464	levamisole	Drug	RxNorm	Ingredient	S	6371	1970-01-01	2099-12-31		6371	ENG	8715305	DB00848	DRUGBANK	IN	DB00848	Levamisole	N
1103	792263	792263	loxapine	Drug	RxNorm	Ingredient	S	6475	1970-01-01	2099-12-31		6475	ENG	8410879	DB00408	DRUGBANK	IN	DB00408	Loxapine	N
1104	993631	993631	magnesium oxide	Drug	RxNorm	Ingredient	S	6582	1970-01-01	2099-12-31		6582	ENG	8339496	DB01377	DRUGBANK	IN	DB01377	Magnesium oxide	N
1105	1305058	1305058	methotrexate	Drug	RxNorm	Ingredient	S	6851	1970-01-01	2099-12-31		6851	ENG	8546218	DB00563	DRUGBANK	IN	DB00563	Methotrexate	N
1106	905371	905371	methylcellulose	Drug	RxNorm	Ingredient	S	6873	1970-01-01	2099-12-31		6873	ENG	10786783	DB11228	DRUGBANK	IN	DB11228	Methylcellulose	N
1107	1305447	1305447	methyldopa	Drug	RxNorm	Ingredient	S	6876	1970-01-01	2099-12-31		6876	ENG	8525129	DB00968	DRUGBANK	IN	DB00968	Methyldopa	N
1108	19009896	19009896	molybdenum	Drug	RxNorm	Ingredient	S	7024	1970-01-01	2099-12-31		7024	ENG	9276103	DB11137	DRUGBANK	IN	DB11137	Molybdenum	N
1109	1110410	1110410	morphine	Drug	RxNorm	Ingredient	S	7052	1970-01-01	2099-12-31		7052	ENG	8498628	DB00295	DRUGBANK	IN	DB00295	Morphine	N
1110	914533	914533	naphazoline	Drug	RxNorm	Ingredient	S	7247	1970-01-01	2099-12-31		7247	ENG	8266730	DB06711	DRUGBANK	IN	DB06711	Naphazoline	N
1111	915981	915981	neomycin	Drug	RxNorm	Ingredient	S	7299	1970-01-01	2099-12-31		7299	ENG	8496131	DB00994	DRUGBANK	IN	DB00994	Neomycin	N
1112	1517824	1517824	niacin	Drug	RxNorm	Ingredient	S	7393	1970-01-01	2099-12-31		7393	ENG	8623979	DB00627	DRUGBANK	IN	DB00627	Niacin	N
